Time,Temperature,Humidity,x_accelerate,y_accelerate,z_accelerate,x_Gyroscope,y_Gyroscope,z_Gyroscope,x_Magnet,y_Magnet,z_Magnet,Pressure_Millibars
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.94
2021-11-01 13:32:08,30.4351806640625,91.607666015625,2.10595703125,-1.5556640625,-0.97802734375,-1.71661376953125,8.0108642578125,-4.3487548828125,53.37826617826620,97.91013431013430,-60.425396825396800,1006.9
2021-11-01 13:32:08,30.4351806640625,91.607666015625,1.7138671875,-1.35009765625,-0.59521484375,-3.74603271484375,30.28106689453130,-17.4713134765625,61.774847374847400,97.31037851037850,-64.02393162393160,1006.9
2021-11-01 13:32:08,30.4351806640625,91.607666015625,1.91357421875,-1.48291015625,-0.55322265625,-18.7530517578125,9.92584228515625,12.20703125,62.37460317460320,99.25958485958490,-65.37338217338220,1006.9
2021-11-01 13:32:08,30.4351806640625,91.607666015625,1.3544921875,-1.39306640625,-0.5947265625,-2.76947021484375,23.18572998046880,23.49853515625,61.924786324786300,97.16043956043960,-63.873992673992700,1006.9
2021-11-01 13:32:08,30.4351806640625,91.607666015625,1.2353515625,-1.19287109375,-0.37353515625,-5.56182861328125,18.4326171875,9.1705322265625,59.67570207570210,98.06007326007330,-65.82319902319900,1006.9
2021-11-01 13:32:08,30.4351806640625,91.607666015625,1.53076171875,-1.478515625,-0.4375,-8.0108642578125,4.78363037109375,-15.350341796875,59.67570207570210,98.06007326007330,-65.82319902319900,1006.9
2021-11-01 13:32:08,30.4351806640625,91.607666015625,1.38037109375,-1.69775390625,-0.5634765625,1.068115234375,-24.71923828125,-54.13818359375,59.67570207570210,98.06007326007330,-65.82319902319900,1006.9
2021-11-01 13:32:09,30.4351806640625,91.607666015625,1.908203125,-0.64501953125,-1.05029296875,19.6685791015625,-26.20697021484380,-86.81488037109380,59.22588522588520,99.85934065934070,-66.57289377289380,1006.9
2021-11-01 13:32:09,30.4351806640625,91.607666015625,1.77490234375,0.25244140625,-0.85205078125,29.68597412109380,-40.16876220703130,-98.8006591796875,59.22588522588520,99.85934065934070,-66.57289377289380,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,1.77783203125,0.9384765625,-0.943359375,13.519287109375,9.3536376953125,17.3797607421875,59.22588522588520,99.85934065934070,-66.57289377289380,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,2.07568359375,-0.6279296875,-0.68408203125,18.85223388671880,-10.0250244140625,51.33056640625,58.176312576312600,98.35995115995120,-61.624908424908400,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,0.904296875,-1.86962890625,-0.22802734375,-16.80755615234380,1.38092041015625,78.4149169921875,58.176312576312600,98.35995115995120,-61.624908424908400,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,3.7529296875,-0.84912109375,-1.47900390625,-18.707275390625,37.57476806640630,41.6259765625,58.176312576312600,98.35995115995120,-61.624908424908400,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,0.15185546875,-0.64306640625,-0.06396484375,22.9644775390625,57.28912353515630,22.9644775390625,60.72527472527470,98.06007326007330,-65.52332112332110,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,2.56103515625,-2.76220703125,-0.93017578125,-44.74639892578130,-32.37152099609380,26.6571044921875,60.72527472527470,98.06007326007330,-65.52332112332110,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,0.4599609375,-0.78466796875,-0.00146484375,31.59332275390630,56.854248046875,-18.57757568359380,60.72527472527470,98.06007326007330,-65.52332112332110,1006.88
2021-11-01 13:32:09,30.4351806640625,91.607666015625,1.6025390625,-0.935546875,-0.4755859375,26.2603759765625,-0.66375732421875,0.40435791015625,58.326251526251500,98.95970695970700,-67.02271062271060,1006.88
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.60546875,-1.1552734375,-0.15478515625,1.57928466796875,25.38299560546880,-0.19073486328125,58.326251526251500,98.95970695970700,-67.02271062271060,1006.88
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.67919921875,-1.61572265625,-0.46875,-9.033203125,12.6953125,2.8076171875,58.326251526251500,98.95970695970700,-67.02271062271060,1006.92
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.3212890625,-1.3125,-0.01708984375,-31.12030029296880,3.94439697265625,-12.82501220703130,60.57533577533580,100.0092796092800,-66.42295482295480,1006.92
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.7822265625,-1.505859375,-0.45556640625,-6.6070556640625,-36.468505859375,-54.43572998046880,60.57533577533580,100.0092796092800,-66.42295482295480,1006.92
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.02880859375,-0.45556640625,-0.55712890625,14.01519775390630,-43.02215576171880,-76.23291015625,60.57533577533580,100.0092796092800,-66.42295482295480,1006.92
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.40673828125,-1.0615234375,-0.4052734375,-53.8482666015625,-50.7049560546875,-73.577880859375,57.42661782661780,99.85934065934070,-62.97435897435900,1006.92
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.41357421875,-0.302734375,-1.34375,73.12774658203130,-41.3818359375,-46.01287841796880,57.42661782661780,99.85934065934070,-62.97435897435900,1006.92
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.67138671875,-0.90576171875,-0.689453125,-47.00469970703130,21.03424072265630,15.12908935546880,57.42661782661780,99.85934065934070,-62.97435897435900,1006.92
2021-11-01 13:32:10,30.4351806640625,91.607666015625,1.81591796875,-0.59912109375,-0.83740234375,22.95684814453130,0.46539306640625,10.56671142578130,56.227106227106200,99.25958485958490,-60.125518925518900,1006.92
