28.4,54,27.1,51
28.7,53.4,27.1,51
28.8,54,27.1,51
25.3,61.3,24.8,56
26.3,57.8,25.0,56
26.6,56.7,25.2,55
26.4,56.5,25.4,55
26.3,56.6,25.6,56
27.1,58.3,26.0,57
27.4,63.4,26.5,61
27.6,66.7,26.8,65
27.6,71.5,27.1,70
27.6,74.7,27.2,72
27.4,75.2,27.4,75
